b,g,r,pele
63,80,131,1
164,163,113,2
198,198,158,2
58,117,187,1
92,10,0,2
138,139,89,2
104,141,203,1
227,210,201,2
59,38,195,2
98,135,185,1
139,140,90,2
163,173,237,1
52,123,190,1
2,0,0,2
145,144,86,2
142,141,85,2
104,132,192,1
47,101,154,1
147,183,231,1
123,126,181,1
140,139,88,2
176,174,126,2
173,191,238,1
190,189,139,2
106,106,76,2
154,168,234,1
124,165,228,1
197,196,158,2
54,55,21,2
227,120,136,2
169,169,121,2
131,154,176,1
13,11,3,2
120,155,219,1
167,163,114,2
50,49,15,2
125,165,218,1
3,1,1,2
93,97,150,1
180,177,132,2
119,162,225,1
81,79,25,2
47,87,135,1
183,183,137,2
52,56,21,2
205,215,255,1
139,142,93,2
74,77,28,2
173,172,122,2
118,155,213,1
156,158,122,2
156,164,224,1
53,54,20,2
148,150,108,2
54,58,22,2
182,178,137,2
91,89,35,2
163,162,112,2
174,164,140,2
163,86,148,2
58,101,152,1
245,250,251,2
195,204,254,1
139,140,90,2
170,186,239,1
150,190,255,1
24,20,19,2
183,181,157,2
146,186,251,1
129,161,226,1
172,171,121,2
183,183,135,2
202,212,252,1
201,200,162,2
45,92,144,1
112,149,205,1
131,158,225,1
73,124,180,1
125,164,216,1
119,153,219,1
172,170,122,2
121,142,173,1
100,147,221,1
168,184,237,1
69,71,25,2
149,164,226,1
36,36,6,2
74,116,193,1
55,56,22,2
118,155,223,1
133,166,222,1
98,111,167,1
234,190,153,2
95,127,192,1
169,187,234,1
93,135,206,1
164,167,228,1
205,204,170,2
173,170,125,2
80,164,82,2
191,191,145,2
166,169,114,2
143,164,232,1
208,212,217,2
120,119,93,2
53,95,142,1
50,96,143,1
144,146,94,2
197,196,162,2
185,182,131,2
129,131,89,2
57,119,183,1
41,42,10,2
134,164,229,1
89,67,246,2
21,15,4,2
173,187,240,1
193,189,200,2
55,56,22,2
54,54,54,2
154,172,219,1
170,184,237,1
164,162,114,2
152,190,254,1
137,170,216,1
154,155,105,2
140,140,86,2
123,153,218,1
115,157,210,1
105,109,60,2
50,87,143,1
48,45,238,2
107,118,175,1
53,57,22,2
69,71,25,2
182,181,131,2
173,173,133,2
198,198,158,2
198,198,158,2
101,153,224,1
120,160,212,1
182,178,137,2
179,176,131,2
55,116,184,1
195,193,159,2
178,178,132,2
43,89,136,1
199,197,163,2
55,116,184,1
102,89,51,2
108,104,55,2
124,156,222,1
110,149,204,1
175,175,127,2
57,103,151,1
53,54,28,2
153,154,104,2
172,171,120,2
181,180,136,2
44,43,33,2
174,172,124,2
172,172,126,2
171,170,120,2
148,186,250,1
153,176,232,1
69,71,25,2
166,166,120,2
82,85,36,2
54,95,144,1
118,158,216,1
105,150,224,1
99,145,222,1
140,139,81,2
184,183,139,2
201,200,162,2
200,196,161,2
68,86,149,1
171,170,120,2
157,161,126,2
167,165,134,2
120,124,177,1
145,164,231,1
128,131,109,2
55,0,0,2
198,197,159,2
177,191,243,1
121,79,67,2
33,35,6,2
135,137,91,2
205,216,254,1
91,88,37,2
18,18,4,2
99,100,44,2
160,164,129,2
193,193,153,2
255,249,255,2
170,187,236,1
9,7,7,2
16,16,10,2
90,132,209,1
168,169,119,2
118,119,53,2
137,143,90,2
3,3,3,2
155,158,119,2
75,90,129,1
147,186,231,1
193,151,52,2
181,176,137,2
194,193,155,2
202,200,165,2
149,163,229,1
175,172,127,2
110,106,81,2
186,185,141,2
79,111,176,1
58,59,15,2
158,195,255,1
0,183,0,2
157,194,254,1
201,213,255,1
255,0,128,2
105,104,53,2
74,90,127,1
80,89,133,1
99,103,156,1
133,173,225,1
164,181,237,1
19,77,49,2
130,131,187,1
108,150,203,1
159,194,250,1
165,100,185,2
140,162,228,1
156,145,218,2
144,147,92,2
156,170,219,1
204,214,254,1
138,140,88,2
87,98,150,1
42,41,27,2
172,169,124,2
101,139,197,1
198,198,162,2
183,180,135,2
172,169,124,2
198,196,161,2
73,104,149,1
79,180,235,2
162,160,112,2
91,98,148,1
135,195,207,2
72,130,195,1
62,113,169,1
62,67,22,2
179,178,134,2
100,147,201,1
36,109,255,2
103,104,60,2
170,169,119,2
98,146,218,1
180,179,129,2
166,164,134,2
82,91,128,1
80,86,131,1
116,157,202,1
182,182,142,2
174,172,124,2
106,145,207,1
157,161,126,2
58,95,145,1
179,174,129,2
37,37,7,2
61,79,140,1
74,82,122,1
126,136,243,2
150,67,129,2
150,188,252,1
111,152,215,1
68,64,23,2
1,1,1,2
152,164,230,1
134,178,241,1
82,47,255,2
68,69,73,2
169,169,123,2
110,153,216,1
189,190,146,2
55,55,55,2
175,173,125,2
112,146,206,1
199,195,160,2
0,181,7,2
33,35,6,2
178,175,131,2
82,119,193,1
160,163,117,2
53,99,147,1
142,185,252,1
151,160,224,1
102,150,228,1
128,132,250,2
179,177,129,2
119,163,216,1
238,223,220,2
72,123,186,1
50,104,159,1
158,162,127,2
100,147,221,1
155,161,126,2
154,170,216,1
160,162,116,2
201,211,251,1
142,140,86,2
165,162,111,2
170,171,131,2
246,252,233,2
160,164,129,2
70,121,184,1
151,189,231,1
151,112,27,2
106,97,100,2
105,154,222,1
178,176,128,2
49,103,166,1
134,167,217,1
132,130,89,2
177,175,127,2
116,153,211,1
128,165,221,1
107,148,217,1
57,114,183,1
91,33,14,2
201,199,164,2
122,156,215,1
120,121,71,2
255,255,248,2
96,140,223,1
58,109,172,1
38,39,13,2
88,175,141,2
71,125,190,1
124,157,213,1
138,139,89,2
151,185,245,1
68,69,25,2
133,168,218,1
164,171,228,1
184,181,136,2
46,67,122,1
184,207,253,1
75,78,29,2
121,158,218,1
100,188,225,2
127,151,227,1
80,89,127,1
20,17,2,2
54,94,146,1
41,102,164,1
97,101,66,2
140,185,246,1
89,92,37,2
46,90,137,1
52,112,182,1
88,144,226,1
151,189,253,1
123,164,227,1
120,151,220,1
178,175,131,2
130,165,221,1
141,181,246,1
181,180,142,2
56,119,187,1
143,178,228,1
176,89,117,2
3,193,0,2
145,168,224,1
16,15,1,2
97,137,226,1
168,165,114,2
100,145,219,1
173,168,123,2
196,195,157,2
205,215,255,1
201,200,162,2
97,122,178,1
156,193,255,1
171,169,121,2
21,20,0,2
118,118,118,2
163,177,229,1
179,177,129,2
148,150,98,2
180,177,132,2
111,144,213,1
251,238,236,2
176,191,240,1
45,100,145,1
201,200,162,2
131,162,231,1
164,162,114,2
121,155,225,1
15,13,2,2
180,177,132,2
94,100,153,1
112,154,219,1
146,185,253,1
107,156,226,1
135,139,90,2
168,182,235,1
123,155,220,1
157,192,235,1
185,187,145,2
47,89,142,1
140,180,252,1
239,233,234,2
130,169,221,1
148,188,253,1
117,160,223,1
124,163,215,1
184,184,138,2
178,175,130,2
60,121,187,1
51,87,141,1
53,57,22,2
58,123,97,2
126,168,221,1
54,69,125,1
154,164,234,1
58,101,152,1
178,175,1310,2
154,192,255,1
44,101,152,1
166,91,153,2
172,172,126,2
180,179,135,2
78,88,128,1
36,27,124,2
180,178,130,2
180,177,132,2
198,207,251,1
136,180,243,1
101,144,201,1
137,158,19,2
169,183,231,1
171,170,119,2
54,57,25,2
141,144,99,2
196,204,251,1
32,31,5,2
196,194,160,2
220,220,220,2
58,119,175,1
173,172,122,2
157,196,240,1
51,55,19,2
102,92,105,2
81,90,128,1
148,186,251,1
188,185,157,2
60,100,152,1
34,33,7,2
205,214,255,1
127,128,84,2
130,93,197,2
132,174,216,1
186,143,40,2
3,3,0,2
128,138,192,1
50,56,21,2
127,128,89,2
183,180,136,2
58,95,145,1
149,186,254,1
126,161,225,1
90,87,36,2
255,0,128,2
55,103,151,1
3,185,1,2
91,120,187,1
142,182,247,1
88,133,214,1
66,122,181,1
131,156,212,1
107,134,214,1
78,115,189,1
120,162,215,1
122,158,212,1
150,190,255,1
79,86,125,1
131,135,94,2
116,106,148,2
96,143,197,1
204,214,254,1
162,161,110,2
202,201,163,2
47,102,159,1
139,179,244,1
158,166,226,1
177,174,129,2
139,176,250,1
103,71,82,2
45,49,44,2
120,156,226,1
12,15,0,2
114,161,213,1
182,179,134,2
79,123,184,1
180,178,130,2
172,172,132,2
92,148,225,1
1,3,0,2
201,200,162,2
95,140,221,1
152,190,254,1
77,116,190,1
185,184,140,2
165,164,114,2
47,71,125,1
79,111,186,1
223,209,211,2
203,214,252,1
93,95,65,2
176,174,126,2
200,211,255,1
116,161,222,1
173,186,242,1
174,187,231,1
151,169,216,1
145,185,250,1
23,26,24,2
115,152,208,1
136,139,89,2
124,155,224,1
105,139,198,1
174,190,237,1
196,192,157,2
172,171,121,2
44,89,133,1
55,105,163,1
57,72,128,1
158,157,101,2
108,229,249,2
51,92,141,1
118,154,224,1
99,153,224,1
66,78,26,2
53,57,22,2
70,74,33,2
177,187,145,2
161,180,223,1
117,155,209,1
182,183,139,2
136,177,226,1
185,183,142,2
0,37,75,2
178,175,130,2
57,118,184,1
55,109,172,1
80,91,129,1
55,118,186,1
61,129,196,1
126,159,228,1
179,177,129,2
63,64,22,2
84,81,37,2
53,52,8,2
130,134,99,2
88,169,84,2
169,171,135,2
198,196,161,2
124,164,229,1
183,179,138,2
54,85,136,1
2,1,0,2
229,214,82,2
56,57,15,2
50,121,188,1
70,43,206,2
149,189,254,1
61,119,185,1
49,50,10,2
71,73,31,2
199,196,158,2
92,10,0,2
54,55,21,2
163,162,112,2
162,176,229,1
231,241,248,2
108,96,92,2
103,157,228,1
35,34,20,2
152,190,254,1
181,182,140,2
97,141,218,1
171,171,125,2
159,164,227,1
166,180,228,1
108,112,165,1
181,178,134,2
83,89,130,1
151,190,222,1
122,155,218,1
201,200,162,2
71,74,29,2
143,183,248,1
95,144,218,1
124,127,182,1
121,162,211,1
78,75,30,2
179,176,132,2
174,173,123,2
174,173,129,2
180,179,135,2
63,65,29,2
72,136,200,1
92,92,38,2
164,178,230,1
161,165,130,2
161,175,224,1
72,88,125,1
244,229,227,2
34,36,6,2
164,160,112,2
125,125,77,2
177,177,131,2
116,147,202,1
53,93,141,1
157,160,121,2
58,102,155,1
131,163,229,1
45,68,124,1
203,201,167,2
66,118,178,1
58,99,148,1
96,128,181,1
151,185,239,1
169,168,118,2
89,87,33,2
129,129,69,2
153,159,118,2
74,76,30,2
193,192,154,2
19,20,11,2
105,105,51,2
105,151,222,1
105,123,100,2
53,57,21,2
145,187,252,1
75,78,29,2
160,163,124,2
175,190,246,1
167,166,115,2
91,90,40,2
199,198,160,2
162,178,231,1
170,168,120,2
58,99,148,1
40,92,82,2
51,116,184,1
180,179,135,2
182,180,132,2
99,147,225,1
52,93,142,1
146,147,208,2
97,146,222,1
89,92,37,2
125,163,217,1
147,156,223,1
163,161,113,2
92,98,151,1
136,133,242,2
118,159,208,1
193,148,43,2
255,0,255,2
79,76,71,2
176,144,101,2
94,114,145,1
90,92,73,2
154,184,231,1
55,96,145,1
20,18,0,2
133,177,241,1
85,84,56,2
65,129,200,1
192,192,152,2
83,115,190,1
58,112,175,1
72,73,31,2
141,179,251,1
178,176,141,2
49,103,150,1
237,119,72,2
117,153,217,1
44,45,11,2
122,163,226,1
49,95,143,1
101,153,224,1
181,178,134,2
54,101,152,1
15,10,1,2
173,170,125,2
203,212,255,1
161,199,233,1
167,163,114,2
147,152,107,2
59,121,185,1
79,118,192,1
158,160,114,2
166,180,228,1
75,88,126,1
154,192,255,1
66,67,23,2
48,108,162,1
168,184,231,1
168,98,168,2
134,174,222,1
114,153,208,1
174,172,124,2
76,81,126,1
121,156,220,1
97,135,199,1
108,71,49,2
92,122,187,1
52,53,19,2
66,68,22,2
85,86,36,2
57,121,186,1
142,160,225,1
171,179,138,2
51,48,17,2
77,87,127,1
123,157,223,1
43,41,11,2
82,93,131,1
159,163,122,2
179,176,132,2
79,36,255,2
195,191,156,2
133,133,73,2
207,218,255,1
56,54,43,2
118,120,174,1
112,156,217,1
75,127,198,1
167,167,119,2
105,154,224,1
62,62,26,2
168,186,233,1
156,176,231,1
197,195,161,2
162,161,110,2
156,159,120,2
55,102,153,1
174,190,233,1
145,184,252,1
94,137,210,1
58,59,17,2
150,162,226,1
74,105,156,1
165,163,115,2
70,132,202,1
199,197,163,2
180,177,132,2
12,52,34,2
253,255,252,2
64,69,30,2
0,0,172,2
197,195,160,2
111,151,209,1
82,112,183,1
140,151,159,2
78,81,125,1
200,200,164,2
173,172,122,2
100,104,55,2
100,154,225,1
114,155,217,1
255,128,0,2
181,177,136,2
185,182,137,2
20,23,8,2
90,145,214,1
116,147,222,1
153,162,230,1
74,76,34,2
153,191,255,1
188,187,143,2
115,153,217,1
62,65,20,2
182,182,136,2
131,130,86,2
147,186,248,1
156,187,232,1
7,9,3,2
97,94,39,2
177,174,129,2
158,167,231,1
157,161,126,2
179,177,129,2
103,141,199,1
168,182,231,1
72,48,208,2
174,175,131,2
119,154,218,1
179,177,129,2
99,148,222,1
55,68,124,1
201,199,164,2
145,162,225,1
172,171,121,2
178,178,130,2
130,230,242,2
133,167,220,1
150,152,100,2
2,1,3,2
72,75,30,2
45,105,159,1
183,179,138,2
102,139,197,1
182,179,135,2
56,52,51,2
204,202,168,2
45,108,152,1
98,144,222,1
71,74,29,2
175,191,237,1
197,195,161,2
137,135,81,2
208,192,179,2
177,177,131,2
250,254,255,2
86,89,34,2
71,117,175,1
109,152,209,1
122,157,225,1
111,146,210,1
99,157,229,1
52,52,16,2
34,81,125,1
120,153,222,1
108,148,206,1
7,7,1,2
132,162,227,1
231,241,248,2
164,167,117,2
238,201,167,2
122,160,214,1
174,172,124,2
150,190,255,1
73,149,117,2
164,162,114,2
149,143,200,1
52,73,134,1
13,7,186,2
153,187,241,1
165,180,229,1
180,179,135,2
248,250,250,2
150,153,107,2
136,139,90,2
176,177,121,2
111,149,214,1
126,128,182,1
132,132,72,2
162,161,111,2
116,154,218,1
16,14,3,2
188,189,150,2
136,164,228,1
50,51,17,2
137,173,219,1
100,139,201,1
54,59,20,2
180,177,132,2
137,176,221,1
44,48,13,2
151,166,222,1
196,195,157,2
181,162,129,2
68,69,25,2
122,156,222,1
177,175,127,2
186,184,143,2
89,120,181,1
163,161,113,2
157,163,128,2
192,192,152,2
81,93,133,1
94,87,70,2
109,147,205,1
198,197,159,2
173,172,122,2
43,95,155,1
145,189,253,1
107,145,210,1
173,172,122,2
58,166,90,2
163,165,123,2
109,149,207,1
33,88,139,1
160,163,124,2
185,185,145,2
158,157,107,2
175,192,235,1
22,84,68,2
128,134,87,2
155,162,125,2
122,155,224,1
166,182,229,1
168,185,228,1
115,117,58,2
127,158,227,1
85,84,33,2
164,171,126,2
12,12,0,2
152,190,254,1
0,3,0,2
150,161,221,1
134,174,223,1
102,88,112,2
89,136,218,1
163,161,107,2
123,126,181,1
80,48,207,2
108,150,221,1
80,78,47,2
96,100,153,1
120,119,59,2
158,178,233,1
157,162,123,2
162,170,117,2
182,177,138,2
180,177,133,2
89,97,150,1
40,80,133,1
15,14,4,2
162,160,112,2
171,191,239,1
77,89,125,1
17,13,2,2
130,163,219,1
114,149,215,1
26,48,19,2
55,75,130,1
41,97,152,1
136,139,90,2
97,142,223,1
140,180,245,1
145,184,253,1
176,194,247,1
3,1,1,2
46,88,135,1
56,121,190,1
56,103,157,1
170,170,158,2
64,113,175,1
159,157,103,2
176,174,126,2
149,171,23,2
167,182,231,1
119,118,60,2
55,56,22,2
199,197,162,2
161,178,221,1
130,156,226,1
52,107,158,1
110,150,209,1
176,192,234,1
135,140,89,2
126,171,228,1
101,143,210,1
164,162,114,2
23,65,48,2
205,204,170,2
208,216,253,1
67,27,246,2
145,180,223,1
181,178,134,2
53,58,19,2
49,64,120,1
202,211,254,1
200,209,253,1
110,151,220,1
122,155,224,1
118,155,215,1
200,199,161,2
126,163,215,1
52,53,51,2
183,181,133,2
210,208,208,2
203,201,167,2
6,33,17,2
109,147,211,1
54,54,14,2
116,136,161,1
181,178,134,2
201,199,164,2
132,176,240,1
195,194,156,2
157,194,254,1
139,179,228,1
110,152,219,1
184,182,134,2
2,0,1,2
140,180,229,1
153,191,255,1
141,139,85,2
172,168,119,2
132,133,93,2
165,176,228,1
132,130,95,2
46,47,8,2
150,171,232,1
180,179,129,2
96,98,62,2
175,176,132,2
55,96,145,1
169,181,235,1
173,172,122,2
182,180,132,2
171,182,232,1
2,0,0,2
111,153,218,1
44,62,125,1
115,148,211,1
116,120,68,2
54,119,187,1
55,56,22,2
56,61,22,2
56,76,131,1
130,160,215,1
74,69,44,2
164,163,113,2
45,103,155,1
51,95,142,1
97,74,58,2
159,163,128,2
52,106,166,1
85,93,133,1
105,144,212,1
179,177,129,2
103,139,209,1
127,130,81,2
166,182,229,1
123,160,218,1
150,153,108,2
158,162,127,2
95,144,220,1
98,141,220,1
196,195,157,2
109,105,56,2
178,179,135,2
176,174,126,2
106,153,215,1
158,174,221,1
161,161,131,2
169,183,236,1
180,178,130,2
118,154,208,1
99,201,196,2
77,89,125,1
122,127,176,1
155,175,233,1
166,166,120,2
47,88,137,1
3,3,3,2
96,142,219,1
55,112,174,1
55,103,169,1
130,131,92,2
97,15,3,2
50,97,149,1
14,14,0,2
173,170,125,2
62,66,30,2
60,64,29,2
110,153,210,1
197,206,250,1
175,195,236,1
253,132,122,2
91,133,210,1
255,128,0,2
58,114,173,1
192,192,152,2
171,170,120,2
71,120,182,1
73,72,22,2
46,103,154,1
138,178,227,1
182,178,137,2
62,108,156,1
151,163,217,1
52,53,19,2
122,163,218,1
59,124,193,1
192,192,152,2
116,151,214,1
60,91,144,1
60,100,152,1
146,160,226,1
124,165,214,1
51,34,227,2
117,120,175,1
50,121,185,1
183,182,138,2
173,171,123,2
180,177,132,2
44,94,154,1
180,177,132,2
123,155,220,1
66,89,137,1
71,67,43,2
141,176,220,1
151,189,253,1
229,213,207,2
83,122,197,1
177,174,129,2
47,91,138,1
110,148,213,1
122,151,218,1
185,184,158,2
179,169,121,2
140,143,94,2
201,200,162,2
21,186,211,2
81,90,128,1
171,171,125,2
158,162,121,2
55,56,22,2
158,156,102,2
125,157,228,1
92,50,255,2
200,211,255,1
173,170,125,2
74,75,33,2
199,187,175,2
164,164,116,2
108,130,188,1
144,182,247,1
150,192,255,1
129,130,96,2
21,52,25,2
182,180,132,2
70,71,55,2
58,105,157,1
141,140,82,2
56,99,148,1
182,178,137,2
151,192,255,1
56,55,41,2
108,155,223,1
68,70,24,2
131,170,222,1
115,153,211,1
44,95,158,1
97,140,221,1
101,147,224,1
170,193,241,1
18,82,153,2
172,171,121,2
53,54,20,2
200,198,163,2
138,178,226,1
93,145,222,1
54,81,215,2
40,89,151,1
46,92,140,1
199,197,162,2
110,86,252,2
161,165,129,2
180,178,130,2
255,0,255,2
128,131,85,2
143,142,84,2
150,149,93,2
148,188,117,2
161,176,225,1
83,86,37,2
202,200,165,2
100,153,220,1
104,144,197,1
0,4,0,2
185,182,138,2
48,47,235,2
142,182,247,1
116,158,225,1
18,37,20,2
179,177,129,2
143,183,248,1
58,60,24,2
70,102,175,1
156,158,122,2
200,197,152,2
197,195,155,2
169,167,119,2
145,179,222,1
202,200,160,2
32,33,7,2
175,173,132,2
128,144,180,1
99,76,60,2
202,211,254,1
9,7,6,2
171,171,123,2
52,77,211,2
126,166,219,1
190,208,255,1
248,250,250,2
76,78,66,2
120,155,219,1
133,168,218,1
90,68,247,2
199,198,160,2
154,192,255,1
201,200,162,2
142,182,247,1
178,177,133,2
133,135,99,2
2,4,0,2
100,151,224,1
169,167,127,2
181,178,134,2
15,14,0,2
168,182,235,1
163,165,119,2
168,189,240,1
180,177,132,2
34,33,7,2
131,138,193,1
117,156,211,1
1,1,1,2
88,121,194,1
53,100,154,1
184,175,141,2
73,113,188,1
201,213,255,1
0,0,1,2
109,147,205,1
47,49,13,2
114,129,198,1
59,104,155,1
89,130,215,1
160,196,255,1
58,106,170,1
158,195,255,1
123,160,220,1
93,138,219,1
183,180,?,2
1,1,?,2
51,45,234,2
172,172,126,2
115,129,201,1
122,154,225,1
78,114,184,1
153,189,249,1
191,171,124,2
52,57,18,2
200,210,250,1
163,178,227,1
48,91,134,1
78,34,254,2
150,153,107,2
151,164,226,1
160,164,129,2
53,100,151,1
147,167,232,1
53,57,22,2
180,174,129,2
179,177,129,2
148,186,234,1
60,121,187,1
62,127,196,1
207,216,254,1
119,158,226,1
107,67,18,2
104,155,225,1
99,145,222,1
93,140,214,1
174,173,135,2
9,13,7,2
209,217,254,1
58,113,170,1
116,150,216,1
117,164,226,1
49,53,12,2
151,152,102,2
131,1,126,2
169,172,133,2
98,142,196,1
101,147,224,1
180,179,135,2
141,144,95,2
175,156,151,2
203,213,253,1
170,169,119,2
8,0,193,2
35,86,148,1
146,144,90,2
54,97,148,1
123,166,217,1
67,67,21,2
76,111,179,1
136,136,190,1
255,128,0,2
242,226,220,2
96,143,224,1
71,112,191,1
47,95,143,1
54,110,159,1
128,159,228,1
243,247,248,2
54,55,21,2
57,58,14,2
109,106,55,2
182,179,135,2
157,161,126,2
255,128,0,2
77,33,253,2
60,104,103,2
112,159,221,1
122,125,75,2
73,71,31,2
23,103,188,2
58,105,159,1
160,163,124,2
55,56,22,2
135,166,217,1
201,200,162,2
96,80,63,2
180,177,132,2
53,53,13,2
195,195,159,2
171,170,120,2
203,202,168,2
172,171,121,2
151,152,102,2
100,150,222,1
255,245,255,2
0,10,166,2
155,195,254,1
165,178,222,1
54,76,211,2
113,117,58,2
49,50,10,2
202,212,252,1
1,0,2,?
